S.L.V. Cabernet Sauvignon 2006,"₩283,554",4.4,"['width: 15%; left: 84.7471%;', 'width: 15%; left: 52.1676%;', 'width: 15%; left: 7.57365%;', 'width: 15%; left: 52.5858%;']"
Elevage 2008,"₩360,000",4.4,"['width: 15%; left: 84.3588%;', 'width: 15%; left: 52.4871%;', 'width: 15%; left: 4.70766%;', 'width: 15%; left: 61.9616%;']"
Colli Della Toscana Centrale Cignale 2006,"₩137,481",4.4,"['width: 15%; left: 51.7868%;', 'width: 15%; left: 42.4982%;', 'width: 15%; left: 7.90164%;', 'width: 15%; left: 47.7681%;']"
GR Reserve Shiraz 2006,"₩171,421",4.4,"['width: 15%; left: 85%;', 'width: 15%; left: 41.6786%;', 'width: 15%; left: 20.3599%;', 'width: 15%; left: 38.8118%;']"
Cabernet Sauvignon 2012,"₩280,000",4.4,"['width: 15%; left: 85%;', 'width: 15%; left: 58.9159%;', 'width: 15%; left: 5.84461%;', 'width: 15%; left: 56.1837%;']"
Cabernet Sauvignon 2015,"₩280,000",4.4,"['width: 15%; left: 85%;', 'width: 15%; left: 58.9159%;', 'width: 15%; left: 5.84461%;', 'width: 15%; left: 56.1837%;']"
Toro 2V Premium 2005,"₩322,220",4.4,"['width: 15%; left: 76.948%;', 'width: 15%; left: 54.0654%;', 'width: 15%; left: 8.49161%;', 'width: 15%; left: 30.1216%;']"
Cabernet Sauvignon 2003,"₩360,000",4.4,"['width: 15%; left: 85%;', 'width: 15%; left: 50.9095%;', 'width: 15%; left: 3.83706%;', 'width: 15%; left: 52.6463%;']"
Liguai 2006,"₩51,555",4.4,"['width: 15%; left: 78.4202%;', 'width: 15%; left: 54.7074%;', 'width: 15%; left: 17.0525%;', 'width: 15%; left: 42.7811%;']"
Larose Red Blend 2016,"₩286,618",4.4,"['width: 15%; left: 66.7221%;', 'width: 15%; left: 58.5902%;', 'width: 15%; left: 7.71501%;', 'width: 15%; left: 62.9565%;']"
Eileen Hardy Shiraz 2000,"₩250,000",4.4,"['width: 15%; left: 84.414%;', 'width: 15%; left: 45.9543%;', 'width: 15%; left: 18.2098%;', 'width: 15%; left: 41.7047%;']"
Reserve Cabernet Sauvignon 2010,"₩300,000",4.4,"['width: 15%; left: 85%;', 'width: 15%; left: 52.6514%;', 'width: 15%; left: 12.4767%;', 'width: 15%; left: 50.5191%;']"
Barolo Cerequio 2001,"₩123,733",4.4,"['width: 15%; left: 62.4467%;', 'width: 15%; left: 77.5227%;', 'width: 15%; left: 8.3133%;', 'width: 15%; left: 82.0339%;']"
Colli Della Toscana Centrale Il Sole di Alessandro 2005,"₩150,369",4.4,"['width: 15%; left: 55.0953%;', 'width: 15%; left: 46.9453%;', 'width: 15%; left: 0px;', 'width: 15%; left: 49.4456%;']"
